Student_id,C200,C300,C400,C500,F100,S100,H100,L100,M000,M100,M200,M300,M400,X100,Final Grade
2018651,98.21,99.53,86.43,98.03,92.81,90.87,94.05,94.35,94.04,88.74,91.88,96.12,93.86,92.39,93.665
2018751,100,86.61,90.68,95.64,85.47,88.57,89.96,96.32,91.59,93.09,88.1,88.52,92.47,91.6,91.33
2018851,83.62,94.19,93.63,88.99,98.81,85.91,97.39,91.49,90.69,96.15,85.85,83,90.45,84.06,90.3021
2018951,90.78,98.43,91.99,89.79,89.94,95.53,94.78,87.65,86.86,88.61,93.26,87.69,92.93,95.76,91.7143
2001950,87.89,92.39,84.52,93.19,80.75,91.27,94.68,90.15,97.76,86.63,87.13,91.99,94.86,91.27,90.32
2019051,94.52,95.61,86.17,96.2,86.09,88.4,96.15,94.3,90.66,88.85,98.38,95.12,91.3,94.55,92.5929
2019151,98.67,97.74,88.37,99.39,100,98.8,91.97,98.06,99.5,78.79,91.77,90.19,89.99,83.21,93.3179
2019251,97.91,95.96,92.14,99.39,88.9,98.62,85.2,89.96,93.12,92.76,88.7,100,90.95,96.74,93.5964
2019351,91.77,89.97,86.8,92.63,99.8,84.22,90.43,98.76,92.36,85.28,97.26,87.8,85.11,93.88,91.1479
2019451,100,92.04,88.91,89.5,94.05,89.44,87.76,93.89,87.95,90.93,100,77.17,91.65,100,91.6636
2019551,97.58,86.95,93.44,78.48,91.22,89.38,99.67,85.21,100,94.29,87.4,91.11,96.41,90.25,91.5279
2019651,87.82,90.44,94.51,88.45,96.37,92.71,88.33,86.55,99.24,89.74,91.33,87.23,96.89,85.11,91.0514
2019751,86.99,100,90.77,89.54,85.94,89.14,83.95,88.81,89.39,83.08,90.16,89.57,89.81,95.18,89.4521
2019851,84.66,99.41,98.42,85.78,86.54,92.11,92.12,93.75,94.45,86.5,89.9,91.48,90.77,94.9,91.485
2019951,98.59,89,85.14,85.74,95.45,89.99,96.77,98.53,95.82,100,95.71,93.44,84.12,88.34,92.6171
2002050,88.94,98.32,100,92.71,92.2,93.72,87.85,90.31,82.23,95.01,92.56,91.91,90.72,85.6,91.5771
2020051,100,80.25,87.8,92.49,93.42,95.3,84.08,97.01,95.16,89.66,98.51,91.22,94.15,84.13,91.6557
2020151,88.06,100,85.66,98.25,89.61,85.8,88.62,90.04,100,96.13,91.43,97.48,94.59,87.29,92.3543
2020251,97.24,96.6,86.99,88.3,91.29,92.55,93.95,99.69,94.71,98.11,90.66,99.71,95.82,88.57,93.8707
2020351,97.43,99.95,94.52,96.26,91.47,97.89,94.71,93.04,94.58,88.97,93.73,96.46,84.11,89.75,93.7764
2020451,98.57,93.52,92.55,90.3,88.45,96.93,88.63,98.5,96.86,95.11,83.28,80.76,94.96,93.47,92.2779
2020551,96.63,96.46,87.57,93.94,91.19,87.47,91.78,95.18,85.68,87.19,92.31,92.04,86.19,86.29,90.7086
2020651,92.57,92.71,84.67,85.11,93.08,98.08,95.95,87.07,90.6,89.8,96.3,85.9,89.1,93.9,91.06
2020751,85.83,100,98.98,87.36,86.61,90.6,92.99,93.35,95.73,82.49,95.19,91.07,97.14,87.4,91.7671
2020851,91.81,96.15,98.72,92.06,85.95,89.98,96.13,100,94.08,98.58,89.39,92.06,85.2,83.08,92.3707
2020951,88.01,90.29,92.58,82.7,97.63,94.35,94.76,93.75,86.19,88.81,88.52,90.91,90.74,89.46,90.6214
2002150,89.18,95.48,88.66,88.9,84.59,97.55,96.18,92.74,92.61,84.11,99.57,87.04,86.15,90.28,90.9314
2021051,86.63,98.59,91.4,98.41,86.11,83.77,88.38,99.74,95.35,91.58,93.48,99.16,89.3,98.97,92.9193
2021151,91.57,89.75,98.43,95.19,90.79,94.3,84.31,95.18,91.43,88.38,88.26,90.88,93.17,87.92,91.3971
2021251,89.68,92.62,89.45,92.61,92.38,89.05,89.31,91.25,95.78,93.2,100,92.84,100,82.93,92.2214
2021351,87.31,96.62,94.57,93.74,88.14,85.62,91.42,84.02,89.9,98.79,91.2,88.86,91.83,85.1,90.5086
2021451,97.67,88.84,88.01,91.24,90.93,92.71,94.46,87.39,95.21,97.38,87.41,87.92,100,91.94,92.2221
2021551,87.12,88.62,93.32,88.37,86.11,93.39,92.87,91.79,90.72,97.58,98.22,94.09,84.83,87.17,91.0143
2021651,93.19,91.21,90.61,96.29,96.34,97.66,83.48,100,99.05,98.7,93.35,96.65,89.65,86.49,93.7621
2021751,99.32,100,85.75,92.09,84.79,83.49,90.97,83.74,85.96,86.6,94.73,96.09,95.75,100,91.3771
2021851,89.78,88.04,94.76,96.88,100,89.37,96.99,95.61,99.34,94.82,98.13,90.75,92.36,85.78,93.7579
2021951,85.61,85.94,93.54,83.61,89.32,99.03,90.32,92.02,92.71,89.22,87.44,91.03,96.02,88.52,90.3093
2002250,88.76,90.14,89.32,86.97,94.2,92.34,80.11,86.55,90.08,91.19,95.44,90.17,85.89,89.38,89.3243
2022051,80.77,97.84,93.51,100,87.85,87,99.22,90.14,93.84,96.82,95.15,90.49,91.21,98.23,93.005
2022151,94.75,91.61,91.75,93.56,93.82,91.86,99.75,89.85,83.15,94.53,88.11,80.86,90.78,97.67,91.575
2022251,86.33,85.15,90.93,84.9,87.75,92.39,82.94,93.97,100,88.96,96.69,86.21,86.7,90.32,89.5171
2022351,83.17,93.25,91.31,87.85,77.54,92.09,95.64,92.62,86.15,89.74,100,91.29,89.9,93.06,90.2579
2022451,87.85,98.41,92.75,89.52,86.31,91.85,100,97.93,91.27,98.54,90.84,83.43,92.17,97.12,92.7136
2022551,87.57,96.21,96.02,95.48,92.13,85.57,95.38,95.33,82.27,88.61,85.95,88.1,95.69,91.23,91.11
2022651,95.1,93.25,88.85,90.35,89.5,79.96,92.72,96.38,96.41,97.36,96.05,100,91.44,97.95,93.2371
2022751,94.94,87.52,92.33,90.63,95.72,91.74,88.99,86.77,95.39,96.58,93.5,89.48,86.45,89.77,91.415
2022851,99.03,99.44,88.64,86.47,91.96,87.21,94.64,99.94,100,96.71,85.45,87.78,90.86,86.63,92.4829
2022951,92.25,100,87.65,94.24,100,85.07,94.92,88.24,95.11,88.36,100,89.18,94.66,100,93.5486
2002350,92.9,86,88.92,97.59,100,97.49,90.7,100,94.8,93.91,81.42,91.7,95.62,90.91,92.9971
2023051,95.86,89.01,93.86,85.58,89.87,91.42,92.92,90.18,90.33,98.84,93.78,87.58,86.69,99.39,91.8079
2023151,94.66,90.19,92.19,97.14,95.22,84.52,89.17,83.47,86.63,90.09,89.02,88.01,88.34,97.28,90.4236
2023251,98.87,83.96,99.39,91.12,93.62,93.75,93.1,88.69,100,84.22,89.79,91.65,95.32,96.83,92.8793
2023351,100,96.74,93.94,98.3,87.09,88.42,81.59,84.97,98.6,92.59,90.5,92.7,91.38,92.46,92.0914
2023451,94.06,99.06,85.78,96.29,89.61,94.54,90.18,84.5,94.23,100,90.4,93.32,96.73,85.92,92.4729
2023551,88.64,91.12,89.21,87.23,93.97,97.62,90.77,91.78,91.01,93.61,90.77,90.4,89.16,83.23,90.6086
2023651,91.61,90.16,86.39,91.68,100,88.58,93.63,84.03,96.51,96.98,93.21,93.87,89.12,89.51,91.8057
2023751,94.42,93.53,90.4,93.75,93.87,93.96,96.96,96.79,86,90.45,90.1,100,88.07,93.37,92.9764
2023851,81.52,95.94,99.43,83.4,81.76,85.3,98.88,99.25,84.98,92.46,86.45,90.18,91.94,93.35,90.3457
2023951,99.71,85.69,88.92,93.35,90.79,100,87.91,100,92.35,81.9,92.72,94.06,89.69,83.52,91.4721
2002450,94.36,89.48,100,92.62,90.65,85.89,86.98,100,93.71,90.99,89.17,96.62,88.64,92.64,92.2679
2024051,92.47,100,95.3,89,97.12,95.73,98.74,97.66,91.4,100,90.28,92.3,82.64,92.71,93.9536
2024151,92.33,89.95,89.1,90.65,95.68,93.59,90.72,92.38,92.08,100,88.77,92.44,100,90.34,92.7164
2024251,96.61,91.84,95.39,92.26,90.22,93.86,86.72,82.34,95.38,89.28,100,82.6,94.61,92.47,91.6843
2024351,82.41,100,93.4,94.48,88.02,88.78,94.96,96.57,89.5,100,92.79,84.58,98.29,99.67,93.1036
2024451,94.99,97.16,90.57,93.07,95.89,97.68,94.62,91.93,85.67,86.1,92.22,91.07,97.59,89.06,92.6871
2024551,93.67,90.72,95.22,90.68,89.18,88.7,93.25,84.27,85.68,85.87,92.37,99.06,81.45,86.78,89.7786
2024651,95.15,94.88,93.3,90.09,92.3,95.12,98.54,92.58,97.84,95.05,98.93,87.1,93.82,94.37,94.2193
2024751,97.55,97.32,84.43,93.35,90.9,95.73,92.6,96.23,88.28,100,93.7,95.4,89.51,97.32,93.7371
2024851,100,92.2,90.63,92.4,83.96,93.26,88.09,88.97,91.37,100,90.09,88.77,97.49,96.74,92.4264
2024951,94.14,72.99,84.38,93.55,90.83,93.09,96.98,87.09,98.89,100,89.96,95.23,88.39,89.74,91.09
2002550,86.4,91.7,92.49,98.62,96.54,95.29,92.14,93.88,91.33,96.87,95.5,93.23,95.99,93.74,93.8371
2025051,93.13,100,98.25,91.22,87.22,91.04,99.7,87.87,91.56,87.77,93.03,90.85,94,94.21,92.8464
2025151,95.13,88.18,87.16,97.81,88.32,94.32,85.62,96.57,93.87,95.55,88.03,100,89.63,91.23,92.2443
2025251,98.58,86.97,90.99,89.78,95.92,100,85.77,99.07,79.88,88.49,96.01,95.96,86.16,94.99,92.0407
2025351,90.4,94.93,92.61,92.94,88.58,86.69,91.11,94.5,88.11,89.79,92.19,90.7,86.84,81.72,90.0793
2025451,86.98,87.15,87.76,89.08,86.74,90.72,98.99,100,89.65,89.48,90.71,91.04,100,94.25,91.6107
2025551,98.42,100,85.18,92.48,90.33,96.76,100,92.39,87.18,89.2,96.5,89.62,88.78,90.85,92.6921
2025651,91.27,96.4,90.43,90.97,90.65,91,100,95.84,100,91.63,95.95,89.45,84.63,97.67,93.2779
2025751,90.01,96.44,87.18,94.85,100,86.7,94.06,85.7,91.14,96.09,94,87.49,95.67,100,92.8093
2025851,90.61,93.53,91.87,99,94.29,83.11,83.5,93.5,92.04,91.04,92.94,98.16,96.48,91.91,92.2843
2025951,91.64,94.49,95.27,86.75,87.61,95.1,92.04,87.89,88.47,97.34,87.08,90.62,94.37,93.03,91.55
2002650,91.58,93.39,89.74,88.6,86.14,90.37,88.79,91.64,93.97,87.49,91.5,92.37,92.26,93.34,90.7986
2026051,93.54,86.72,83.95,92.45,87.47,94,91.91,86.89,95.1,91.82,86.3,90.25,87.46,94.03,90.135
2026151,96.04,96.51,91.45,85.03,82.32,89.62,90.08,100,89.72,87.27,93.91,87.03,88.51,87.22,90.3364
2026251,97.76,89.54,94.87,91.92,89.82,98.93,91.92,93.36,94.77,86.6,87.34,86.71,92.74,85.56,91.56
2026351,95.82,92.89,87.71,91.13,98.67,94.1,89.57,90.87,97.5,89.53,85.36,89.87,84.66,89.84,91.2514
2026451,88.62,95.04,99.22,86.53,92.08,92.96,99.64,90.28,93.06,91.34,88.42,98.23,79.74,94.85,92.1436
2026551,92.9,94.06,93.54,94.77,93.46,98.37,91.75,90.79,91.56,95.96,99.79,90.62,95.59,88.79,93.7107
2026651,85.23,96.78,96.13,96.17,94.72,86.7,86.74,96.35,87.01,90.51,93.5,98.66,85.92,86.34,91.4829
2026751,96.72,91.53,91.12,93.21,91.96,93.21,92.63,92.87,95.46,89.05,83.41,88.81,92.45,96.46,92.0636
2026851,73.72,87.45,96.13,90.69,88.99,93.68,92.37,95.32,88.7,97.45,89.28,93.32,90.43,82.38,89.9936
2026951,96.32,91.05,91.27,89.27,96.49,90.53,100,93.12,95.26,89.07,85.61,94.87,100,97.4,93.59
2002750,94.32,99.1,91.12,91.91,100,85.72,83.43,96.61,97.77,95.21,95.47,87.23,92.76,89.69,92.8814
2027051,91.82,90.1,91.26,82.12,88.16,98.02,100,98,83.2,87.51,93.63,94.05,89.13,90.91,91.2793
2027151,87.02,91.57,89.99,94.56,89.6,91.45,97.31,97.1,83.23,93.6,88.28,90.04,95.55,89.13,91.3164
2027251,100,100,88.45,90.71,89.11,91.32,99.43,89.18,90.61,97.11,92.19,86.1,94.09,84.11,92.315
2027351,97.81,90.65,86.02,83.95,92.18,91,88.59,100,93.81,92.62,100,90.7,91.28,92.87,92.2486
2027451,96.59,97,87.29,96.08,94.23,96.37,94.79,86.89,93.71,90.98,89.77,87.98,90.52,100,93.0143
2027551,91.59,87.14,83.24,89.24,98.28,95.88,86.78,95.4,92.31,87.95,86.17,92.82,75.07,100,90.1336
2027651,93.27,90.64,85.98,89.79,92.92,83.86,85.23,97.98,92.94,93.02,90.62,89.32,90.47,92.39,90.6021
2027751,98.53,93.54,82.22,95.97,87.24,90.72,94.07,97.89,93.39,87.54,94.15,97.31,79.9,83.98,91.175
2027851,89.3,85.06,94.83,89.13,95.02,93.16,96.42,97.63,85.96,94.87,93.78,94.65,94.32,91.4,92.5379
2027951,94.83,92.32,100,91.9,94.66,94.95,84.95,99.83,88.44,91.07,90.34,97.46,84.09,91.07,92.565
2002850,88.45,94.98,98.78,90.67,94.25,100,89.61,98.24,98.05,88.97,83.14,99.38,91.52,86.18,93.0157
2028051,96.87,92.78,88.24,87.65,93.36,91.87,90.31,88.31,84.52,93.87,87.41,85.94,88.09,88.55,89.8407
2028151,87.38,85.28,90.05,91.01,91.73,86.36,90.44,98.47,84.44,88.09,98.98,85.99,100,86.87,90.3636
2028251,84.92,93.92,91.16,87.93,94.14,97.16,86.03,90.24,92.45,85.36,86.56,87.93,94.15,90.37,90.1657
2028351,85.49,95.22,91.88,81.68,91.01,88.92,90.32,92.48,94.38,100,93.63,93.21,86.93,88.34,90.9636
2028451,87.82,89.66,87.06,87.53,85.97,97.91,90.78,93.84,89.25,98.42,99.34,100,97.18,94.13,92.7779
2028551,91.03,94.84,99.46,95.75,95.22,98.27,88.18,91.83,91.53,84.05,88.27,93.78,100,88.64,92.9179
2028651,88.34,88.23,96.23,95.62,87.61,93.83,85.92,94.75,97.02,88.78,99.38,93.43,82.42,95.07,91.9021
2028751,94.02,88.74,94.04,94.3,96.94,90.45,90.71,92.27,88.06,94.76,89.77,91.84,96.09,96.78,92.7693
2028851,85.72,96.64,85.87,94.61,95.84,90.42,86.48,90.02,98.49,89.34,95.3,80.8,87.3,94.94,90.8407
2028951,92.82,100,98.99,87.78,84.23,91.74,89.28,91.27,93.46,93.61,91.58,91.95,94.85,91.38,92.3529
2002950,92.79,93.42,95.45,90.88,91.28,99.9,98.62,89.24,97.83,87.25,93.69,94.67,92.19,87.41,93.1871
2029051,91.31,92.42,90.05,92.34,92.48,86.38,86.54,90.71,93.5,92.26,90.18,93.27,88.84,100,91.4486
2029151,93.63,88.05,90.54,90.65,95.91,97.18,88.87,94.81,98.29,96.03,90.49,99.49,97.31,84.04,93.235
2029251,97.91,94.82,96.36,83.28,89.13,96.21,93.63,90,92.98,88.06,89.34,92.01,98.22,98.48,92.8879
2029351,95.72,91.23,89.82,82.22,93.28,92.74,100,94.37,88,88.82,93.73,94.36,95.33,95.13,92.4821
2029451,88.69,93.86,98.54,90.67,89.11,90.79,89.72,98.82,94.98,90.61,96.1,92.72,91.82,97.98,93.1721
2029551,88.86,91.34,92.88,88.2,98.11,87.93,89.65,84.59,98.78,87.6,91.96,96.7,94.34,97.61,92.0393
2029651,91.14,85.64,92.67,100,96.11,94.57,86.82,97.1,94.09,94.48,98.12,96.59,87.97,84.08,92.8129
2029751,95.26,90.37,82.99,99.47,95.73,84.05,87.09,96.83,95.92,92.53,95.44,87.44,90.9,89.88,91.7071
2029851,100,86.16,91.4,94.05,95.89,99.52,93.01,93.92,94.93,93.73,89.48,92.2,95.6,93.44,93.8093
2029951,100,96.98,92.71,98.47,100,91.72,93.33,100,87.34,90.47,96.6,88.48,100,87.19,94.5207
2003050,88.51,85.34,98.06,98.94,90.44,90.74,97.61,91.13,90.19,94.15,97.41,86.08,90.04,94.73,92.3836
2030051,100,92.17,96.34,98.56,85.66,96.36,99.21,85.89,92.17,90.15,98.34,98.44,98.98,94.98,94.8036
2030151,87.75,86.74,88.84,100,84.81,90.77,96.63,92.77,95.18,87.9,85.86,82.3,81.53,91.58,89.4757
2030251,83.42,89.43,91.46,97.57,98.38,88.12,95.26,90.56,86.56,93.35,87.9,91.37,91.69,96.25,91.5229
2030351,87.76,97.06,96.04,86.95,99.23,94.61,95.94,83.23,92.78,90.7,94.92,94.22,92.51,93.57,92.8229
2030451,97.85,98.82,91.32,90.95,88.28,97.78,91.11,82.11,84.32,90.87,98.63,96.36,90.59,92.97,92.2829
2030551,92.24,86.17,82.04,95.06,95.25,89.2,95.9,95.88,100,92.35,96.14,88.04,98,97.48,93.125
2030651,92.66,84.9,94.35,86.36,87.08,87.51,87.85,91.49,93.23,95.12,86.17,96.04,83.38,90.43,89.755
2030751,90.12,91.07,82.32,100,90.09,97.45,90.33,86.37,91.19,93.47,95.61,92.8,87.64,90.94,91.3857
2030851,93.49,91.5,88.81,85.99,94.77,97.64,82.98,94.56,81.16,84.97,92.65,100,87.32,83.06,89.9214
2030951,90.61,90.29,100,92.08,82.47,83.71,98.47,93.52,95.8,89.05,92.66,90.04,86.98,93.84,91.3943
2003150,98.24,90.88,87.28,94.06,97.02,81.25,95.69,85.46,88.84,100,92.84,92.23,86.07,87.44,91.2357
2031051,94.88,93.85,86.43,89.43,92.4,78.6,90.21,99.6,92.01,91.08,99.12,94.44,85.33,92.45,91.4164
2031151,92.56,86.49,88.59,97.43,90.75,93.62,90.98,95.6,97.15,87.51,88.99,88.31,89.85,92.2,91.4307
2031251,99.2,94.36,93.73,94.23,93.19,100,90.52,88.01,82.3,94.57,89.53,93.82,93.8,100,93.3757
2031351,96.42,94.28,82,92.35,91.17,84.04,91.41,88.74,86.78,95.26,96.7,99.28,99.09,100,92.68
2031451,93.87,87.42,85.67,84.92,93.17,93.91,88.26,100,92.93,99.7,85.02,93.2,93.62,90.15,91.56
2031551,92.81,97.25,99.16,85.63,80.21,95.96,91.14,94,90.49,96.28,90.38,95.71,93.07,82.83,91.78
2031651,88.68,96.29,83.8,84.74,93.53,89.11,98.05,94.5,96.28,97.05,97.96,100,96.96,84.9,92.9893
2031751,93.24,94.17,97.19,91.7,87.53,87.11,95.7,94.12,94.96,97.99,91.63,94.76,92.45,90.44,93.0707
2031851,94.81,99.41,80.85,91.07,88.59,92.11,94.08,89.28,91.56,95.25,94.95,95,100,88.39,92.525
2031951,96.25,88.31,81.95,83.55,84.69,89.94,97.85,91.76,96.76,78.01,88.21,97.1,100,97.68,90.8614
2003250,82.7,92.73,90.57,97.52,89.25,93.01,91.13,90.21,88.99,85.18,96.13,93.96,84.13,83.88,89.9564
2032051,100,90.51,91.89,92.46,96.61,93.01,87.01,97.29,85.6,87.98,98.55,91.15,88.13,93.21,92.3857
2032151,99.03,93.27,92.99,79.46,85.17,90.29,85.69,81.36,89.8,94.67,92.94,90.37,82.68,98.15,89.705
2032251,86.53,98.22,85.6,88.61,84.34,81.61,86.67,89.08,89.31,86.85,82.56,97.98,98.91,92.28,89.1821
2032351,94.02,100,94.44,90.99,93.02,81.73,92.8,94.68,94,91.71,93.29,93.09,90.84,92.17,92.6271
2032451,93.66,91.5,100,100,84.81,95.38,95.31,100,86.84,91.49,96.09,88.76,95.28,93.05,93.7264
2032551,87.59,100,98.85,95.16,87.35,95.23,98.34,93.98,89.55,100,96.14,91.13,93.4,88.26,93.9271
2032651,95.25,93.47,99.96,86.24,99.93,95.67,84.71,96.09,93.77,88.71,90.21,95.17,90.2,97.55,93.3521
2032751,96.93,76.6,85.28,96.78,85.28,93.49,100,90.04,93.09,97.04,92.04,89.84,96.36,96.44,92.0864
2032851,96.09,88.53,89.69,92.4,92.69,99.21,95.01,93.38,99.72,92.37,90.52,81.93,86.31,100,92.7036
2032951,91.67,100,86.13,88.21,93.47,92.35,84.72,100,94.5,97.21,94.9,88.52,83.77,99.89,92.5243
2003350,88.98,90.05,94.31,100,91.08,93.89,99,85.27,89.58,100,85.77,88.89,80.82,92.24,91.42
2033051,94,89.14,93.8,92.68,84.39,88.13,90,94.26,93.8,86.78,78.42,90.56,91.33,86.82,89.5793
2033151,89.67,89.35,90.48,99.46,92.15,95.12,90.58,86.95,85.9,89.9,94.4,91.66,88.59,93.5,91.265
2033251,84.73,95.46,86.75,95.85,92.13,92.84,92.76,87.46,87.61,89.07,90.35,90.01,98.43,91.87,91.0943
2033351,87.25,89.24,86.64,92.01,93.54,91.22,87.28,95.55,93.72,99.04,81.73,85.28,96.36,94.93,90.985
2033451,93.82,97.79,89.38,98.61,89.53,93.67,86.95,85.47,93.55,93.07,89.24,99.83,100,95.31,93.3014
2033551,94.91,100,96.02,93,91.83,90.65,86.38,90.86,88.18,96.9,100,97.24,88.76,87.87,93.0429
2033651,100,100,95.13,94.14,81.55,92.57,91.7,85.51,98.28,98.32,84.97,89.05,94.41,93.62,92.8036
2033751,89.73,89.54,94.24,90.21,90.56,95.87,91.24,92.22,95.29,92.49,89.9,83.23,98.36,98.33,92.2293
2033851,91.66,100,100,80.63,94.97,94.94,91.51,83.98,85.66,92.85,93.66,90.71,89.41,96.81,91.9136
2033951,95.55,84.59,92.47,88.63,90.25,88.27,86.67,96.35,100,90.93,87,100,91.43,90.36,91.6071
2003450,90.07,100,93.21,94.97,92.15,92.73,90.33,90.57,89.26,82.5,92.69,90.92,85.76,81.85,90.5007
2034051,94.32,89.68,89.88,100,89.26,89.41,84.04,94.12,93.72,99.17,95.67,92.38,96.93,89.45,92.7164
2034151,88.5,100,85.82,88.58,84.28,92.44,92.61,91.38,90.65,93.07,89.63,97.52,91.59,89.52,91.1136
2034251,99.4,91.66,83.8,97.54,93.85,84.72,78.45,92.95,95.65,100,89.99,89.6,94.33,78.25,90.7279
2034351,100,90.16,100,91.15,93.04,82.21,100,88.66,90.97,95.63,92.66,100,90.97,91.02,93.3193
2034451,97.64,94.19,94.34,95.07,85.07,94.32,88.34,86.8,89.25,97.41,95.84,91.19,96.34,93.19,92.785
2034551,94.68,86.87,89.14,91.43,100,92.32,91.9,88.29,92.66,90.07,88.3,86.84,98.17,94.55,91.8014
2034651,88.25,92.38,98.97,90.91,92.71,93.11,88.38,93.89,93.55,89.95,98.87,91.25,89.7,89.56,92.2486
2034751,89.68,97.92,95.91,95,85.56,90.58,95.09,89.37,90.34,91.09,98.58,96.77,98.81,83.05,92.6964
2034851,98.05,87.46,96.55,94.82,98.96,83.06,95.78,92.88,85.67,84.59,90.94,90.96,87.76,80.74,90.5871
2034951,87.32,91.39,93.96,88.34,86.71,94.36,87.13,100,89.8,95.27,90.79,92.45,86.66,93.02,91.2286
2003550,90.85,91.22,100,94.52,93.39,84.23,91.57,90.24,100,89.88,94.71,92.06,82.83,92.42,91.9943
2035051,94.2,92.44,91.1,100,93.41,89.22,85.43,90.85,96.07,90.82,85.81,89.36,100,88.1,91.915
2035151,77.28,100,100,95.46,90.25,88.36,94.39,100,98.62,88.21,89.97,92.34,81.39,92.27,92.0386
2035251,100,99.96,100,88.09,85.16,94.16,91.7,89.32,92.85,96.25,91.53,88.21,87.86,100,93.2207
2035351,90.63,97.83,97.97,88.02,91.43,92.84,98.3,93.85,84.07,93.34,94.57,100,95.29,94.41,93.7536
2035451,97.84,87.1,92.93,85.75,89.18,91.51,91.29,97.19,88.68,81.14,98.77,91.11,95.05,88.74,91.1629
2035551,100,99.23,100,97.2,95.78,89.36,83.95,91.6,94.72,92.7,100,81.42,90.08,90.51,93.325
2035651,87.29,85.57,91.37,95.36,95.68,97.12,90.79,93.97,83.62,90.88,88.47,86.36,96.13,96.03,91.3314
2035751,83.79,92.96,85.25,84.55,98.03,92.42,95.87,93.44,85.64,97.83,85.23,94.52,87.97,96.01,90.965
2035851,85.14,88.22,92.95,91.56,90.12,93.31,91.55,93.77,92.9,87.98,84.33,94.09,92.63,99.34,91.2779
2035951,89.92,87.24,95.45,91.71,85.74,92.43,90.14,85.9,98.55,84.6,96.49,90.69,95.93,95.35,91.4386
2003650,84.53,96.24,95.35,88.4,86.91,87.72,85.97,96.13,83.75,96.79,97.59,81.4,97.5,100,91.3057
2036051,87.6,88.73,88.41,100,98.58,92.97,87.09,88.01,94.99,87.88,98.5,96.19,87.06,89.15,91.7971
2036151,89.47,90.19,87.59,91.26,93.4,95.2,88.12,91.74,92.62,93.94,83.27,88.79,100,92.41,91.2857
2036251,93.75,98.16,82.67,97.39,91.22,88.29,89.48,100,91.67,84.99,96.98,92.95,88.31,91.18,91.9314
2036351,91.18,93.82,98.68,86.3,83.36,89.21,97.81,93.87,89.96,99.01,91.7,94.48,93.71,89.47,92.3257
2036451,98.34,92.2,97.26,91.44,88.84,96.95,90.61,93.06,89.02,85.33,84.82,96.19,93.98,94.59,92.3307
2036551,99.95,88.48,99.07,91.23,91.66,93.62,88.9,92.09,98.01,92.71,89.82,92.6,99.09,84.91,93.01
2036651,91.08,94.64,100,95.04,91.91,88.12,96.68,94.44,91.45,92.11,87.88,90.96,96.54,86.05,92.6357
2036751,91.14,90.22,85.95,90.09,89.27,86.27,94.29,88.79,87.87,87.29,90.6,100,80.4,83.51,88.9779
2036851,84.11,89.82,98.1,92.32,93.42,98.8,96.79,90.43,88.01,93.64,100,85.01,91.43,94.43,92.5936
2036951,97.34,95.49,96.67,98.2,81.73,87.18,93.73,90.66,100,95.94,100,95.52,92.08,96.9,94.3886
2003750,90.9,100,93.83,84.66,92.82,88.59,100,97.99,88.34,84.55,77.35,95.61,82.53,90.13,90.5214
2037051,90.03,91.76,79.79,83.85,82.4,99.18,92.79,99.08,88.71,98.12,91.91,85.89,96.42,91.36,90.8064
2037151,96.07,95.14,92.77,100,90.3,94.32,92.36,89.19,91.54,98.82,92.19,87.49,93.25,89.8,93.0886
2037251,87.73,94.94,99.65,94.99,99.54,85.21,93.65,94.55,92.61,92.78,98.19,90.44,84.77,97.36,93.315
2037351,91.67,83.6,84.34,95.65,95.96,95.52,81.22,92.83,89.66,88.84,96.57,87.56,88.44,92.51,90.3121
2037451,90.41,92.68,96.33,95.91,99.46,94.57,82.77,88.39,97.42,95.63,89.36,88.02,97.59,90.92,92.8186
2037551,87.24,100,95.36,96.11,92.52,92.42,87.01,98.48,89.27,100,97.68,85.61,81.69,97.13,92.8943
2037651,98.13,87.39,87.87,90.39,95.62,90.19,93.68,85.8,97.42,85.35,94.01,88.1,91.44,93.39,91.3414
2037751,86.67,95.74,92.06,91.06,99.73,90.13,80.72,95.08,85.93,81.77,95.57,89.16,88.04,91.28,90.21
2037851,87.11,98.8,91.39,87.07,94.25,93.61,98.07,98.62,86.15,100,84.29,89.64,97.45,98.15,93.1857
2037951,86.96,83.55,76.14,97.09,90.52,95.61,84.96,89.8,97.86,96.54,89.09,83.12,87.75,90.2,89.2279
2003850,94.6,89.92,89.15,98.05,97.21,81.72,95.26,91.45,94.4,85.01,97.04,94.98,99.2,98.31,93.3071
2038051,86.3,78.45,91.5,100,95.75,94.33,96.48,89.76,93.08,89.56,93.97,90.28,86.57,92.07,91.2929
2038151,97.53,84.3,86.7,92.37,84.99,93.82,89.29,91.21,82.96,92.55,91.28,98.69,100,85.12,90.7721
2038251,90.67,86.08,86.34,79.42,94.91,94.12,94.31,95.59,95.51,86.28,90.8,91.72,95.91,87.6,90.6614
2038351,92.8,88.32,84.28,99.99,91.31,92.18,80.74,98.68,87.56,92.51,84.32,96.34,94.31,87.35,90.7636
2038451,93.02,93.86,95.52,97,96.56,83.68,93.34,98.33,95.85,88.98,92.76,91.45,93.84,82.78,92.6407
2038551,91.06,88.05,100,91.32,84.94,90.87,94.69,85.78,100,99.01,86.89,91.31,89.11,87.53,91.4686
2038651,94.01,91.49,95.98,94.53,81.45,91.68,100,93.19,91.35,90.07,90.61,83.69,96.1,90.21,91.74
