Age,Gender,Marital Status,Student_ID,Graduation Date,Spouse Age,child_1,child_2,child_3,child_4
34,Male,Married,2052951,2020-06-05,31,1,,,
31,Male,Single,2053051,2020-06-05,,,,,
35,Male,Single,2053151,2020-06-05,,,,,
30,Male,Single,2053251,2020-06-05,,,,,
39,Male,Married,2053351,2020-06-05,38,14,,,
38,Male,Married,2053451,2020-06-05,39,17,,,
37,Female,Married,2053551,2020-06-05,41,10,4,8,16
40,Male,Single,2053651,2020-06-05,,,,,
31,Female,Married,2053751,2020-06-05,29,6,,,
30,Male,Married,2053851,2020-06-05,29,14,9,2,
32,Female,Married,2053951,2020-06-05,27,8,14,8,5
31,Male,Married,2054051,2020-06-05,29,7,5,,
32,Male,Married,2054151,2020-06-05,30,4,11,1,3
30,Male,Single,2054251,2020-06-05,,,,,
45,Female,Married,2054351,2020-06-05,46,8,,,
36,Male,Married,2054451,2020-06-05,41,12,17,12,5
37,Female,Married,2054551,2020-06-05,42,8,11,9,
35,Male,Married,2054651,2020-06-05,33,9,,,
31,Male,Married,2054751,2020-06-05,31,1,,,
42,Male,Married,2054851,2020-06-05,47,14,1,,
39,Female,Married,2054951,2020-06-05,43,8,,,
40,Female,Single,2055051,2020-06-05,,,,,
45,Male,Married,2055151,2020-06-05,46,1,,,
31,Male,Single,2055251,2020-06-05,,,,,
38,Male,Married,2055351,2020-06-05,36,1,,,
30,Male,Married,2055451,2020-06-05,30,3,17,10,7
44,Female,Married,2055551,2020-06-05,45,17,14,8,
34,Male,Married,2055651,2020-06-05,35,1,,,
43,Male,Married,2055751,2020-06-05,45,16,14,,
33,Male,Married,2055851,2020-06-05,37,1,1,,
41,Male,Married,2055951,2020-06-05,43,11,,,
31,Female,Married,2056051,2020-06-05,29,6,14,,
44,Male,Single,2056151,2020-06-05,,,,,
33,Male,Married,2056251,2020-06-05,31,15,,,
44,Male,Married,2056351,2020-06-05,42,9,12,10,10
32,Female,Single,2056451,2020-06-05,,,,,
38,Male,Single,2056551,2020-06-05,,,,,
38,Male,Married,2056651,2020-06-05,43,15,,,
41,Male,Married,2056751,2020-06-05,45,5,1,,
31,Male,Married,2056851,2020-06-05,30,14,17,8,2
41,Male,Married,2056951,2020-06-05,45,8,1,6,
45,Female,Married,2057051,2020-06-05,49,1,,,
32,Male,Married,2057151,2020-06-05,35,3,4,4,4
32,Male,Married,2057251,2020-06-05,29,1,,,
35,Male,Married,2057351,2020-06-05,36,8,,,
42,Female,Single,2057451,2020-06-05,,,,,
40,Male,Married,2057551,2020-06-05,45,9,4,8,11
31,Male,Married,2057651,2020-06-05,33,5,8,12,11
37,Male,Single,2057751,2020-06-05,,,,,
36,Female,Married,2057851,2020-06-05,31,1,,,
41,Female,Married,2057951,2020-06-05,45,15,3,,
31,Female,Married,2058051,2020-06-05,34,6,5,,
41,Male,Married,2058151,2020-06-05,38,12,8,11,
35,Male,Married,2058251,2020-06-05,35,13,7,12,
41,Female,Married,2058351,2020-06-05,39,15,1,2,
44,Male,Single,2058451,2020-06-05,,,,,
38,Male,Married,2058551,2020-06-05,37,6,4,4,9
39,Male,Married,2058651,2020-06-05,34,1,,,
30,Male,Single,2058751,2020-06-05,,,,,
39,Male,Married,2058851,2020-06-05,36,1,,,
32,Female,Single,2058951,2020-06-05,,,,,
30,Male,Single,2059051,2020-06-05,,,,,
32,Male,Single,2059151,2020-06-05,,,,,
41,Male,Single,2059251,2020-06-05,,,,,
34,Male,Single,2059351,2020-06-05,,,,,
36,Female,Single,2059451,2020-06-05,,,,,
31,Male,Married,2059551,2020-06-05,36,1,,,
38,Male,Married,2059651,2020-06-05,40,1,,,
30,Female,Married,2059751,2020-06-05,26,11,3,,
39,Female,Married,2059851,2020-06-05,44,6,2,,
44,Female,Married,2059951,2020-06-05,40,5,15,3,15
39,Male,Married,2060051,2020-06-05,41,1,,,
37,Female,Married,2060151,2020-06-05,32,5,14,,
41,Male,Married,2060251,2020-06-05,37,5,1,7,
39,Male,Married,2060351,2020-06-05,38,9,3,8,
37,Male,Married,2060451,2020-06-05,36,13,11,6,15
42,Male,Married,2060551,2020-06-05,40,4,,,
37,Male,Married,2060651,2020-06-05,40,12,1,,
41,Male,Married,2060751,2020-06-05,43,11,1,,
34,Female,Married,2060851,2020-06-05,37,10,11,,
42,Male,Married,2060951,2020-06-05,38,13,4,2,1
45,Female,Married,2061051,2020-06-05,50,1,,,
43,Male,Married,2061151,2020-06-05,42,6,16,1,10
32,Male,Married,2061251,2020-06-05,35,6,11,13,11
42,Male,Married,2061351,2020-06-05,47,17,,,
41,Male,Married,2061451,2020-06-05,41,13,4,9,
43,Male,Married,2061551,2020-06-05,39,2,,,
32,Male,Single,2061651,2020-06-05,,,,,
33,Female,Married,2061751,2020-06-05,36,16,1,15,7
40,Male,Married,2061851,2020-06-05,39,12,5,,
31,Male,Married,2061951,2020-06-05,26,16,13,10,5
45,Male,Married,2062051,2020-06-05,43,1,,,
31,Male,Single,2062151,2020-06-05,,,,,
36,Female,Married,2062251,2020-06-05,34,8,11,,
35,Female,Married,2062351,2020-06-05,37,17,6,3,
30,Male,Married,2062451,2020-06-05,35,10,,,
33,Female,Married,2062551,2020-06-05,31,1,,,
38,Female,Single,2062651,2020-06-05,,,,,
32,Female,Single,2062751,2020-06-05,,,,,
35,Male,Married,2062851,2020-06-05,34,17,,,
45,Female,Married,2062951,2020-06-05,47,3,14,2,10
45,Female,Single,2063051,2020-06-05,,,,,
39,Female,Married,2063151,2020-06-05,44,1,,,
31,Male,Married,2063251,2020-06-05,34,6,,,
34,Male,Married,2063351,2020-06-05,30,1,,,
37,Female,Married,2063451,2020-06-05,39,1,,,
35,Male,Married,2063551,2020-06-05,35,3,1,,
34,Male,Single,2063651,2020-06-05,,,,,
35,Male,Single,2063751,2020-06-05,,,,,
35,Female,Married,2063851,2020-06-05,37,14,,,
45,Male,Married,2063951,2020-06-05,46,1,,,
32,Female,Single,2064051,2020-06-05,,,,,
32,Female,Single,2064151,2020-06-05,,,,,
37,Female,Married,2064251,2020-06-05,40,3,10,7,
44,Male,Married,2064351,2020-06-05,48,1,,,
34,Male,Married,2064451,2020-06-05,39,1,,,
36,Male,Married,2064551,2020-06-05,35,3,2,4,4
35,Male,Single,2064651,2020-06-05,,,,,
38,Male,Married,2064751,2020-06-05,43,2,11,10,17
30,Male,Single,2064851,2020-06-05,,,,,
34,Female,Married,2064951,2020-06-05,38,10,7,12,
40,Male,Married,2065051,2020-06-05,35,14,17,,
44,Male,Married,2065151,2020-06-05,39,8,,,
38,Male,Single,2065251,2020-06-05,,,,,
41,Male,Married,2065351,2020-06-05,40,1,,,
34,Male,Married,2065451,2020-06-05,34,7,13,6,8
34,Female,Single,2065551,2020-06-05,,,,,
40,Female,Married,2065651,2020-06-05,43,2,12,,
33,Male,Married,2065751,2020-06-05,36,1,,,
43,Male,Married,2065851,2020-06-05,45,10,7,,
37,Male,Married,2065951,2020-06-05,33,12,6,,
38,Male,Single,2066051,2020-06-05,,,,,
45,Male,Married,2066151,2020-06-05,50,1,,,
41,Female,Single,2066251,2020-06-05,,,,,
36,Male,Married,2066351,2020-06-05,37,7,16,3,
41,Male,Married,2066451,2020-06-05,41,10,10,,
37,Male,Married,2066551,2020-06-05,35,4,10,2,
35,Male,Married,2066651,2020-06-05,40,12,,,
37,Male,Married,2066751,2020-06-05,35,6,4,3,10
42,Male,Married,2066851,2020-06-05,38,4,2,10,8
43,Male,Married,2066951,2020-06-05,46,3,10,1,
31,Female,Married,2067051,2020-06-05,31,5,9,17,
30,Male,Married,2067151,2020-06-05,32,14,,,
42,Male,Married,2067251,2020-06-05,46,2,8,10,
36,Male,Single,2067351,2020-06-05,,,,,
37,Male,Married,2067451,2020-06-05,39,1,,,
32,Male,Married,2067551,2020-06-05,30,1,,,
34,Male,Married,2067651,2020-06-05,30,9,12,15,4
31,Male,Single,2067751,2020-06-05,,,,,
32,Male,Married,2067851,2020-06-05,33,3,6,8,
44,Male,Single,2067951,2020-06-05,,,,,
34,Male,Married,2068051,2020-06-05,36,4,4,15,16
41,Male,Married,2068151,2020-06-05,40,8,10,12,
37,Male,Married,2068251,2020-06-05,36,1,,,
39,Female,Married,2068351,2020-06-05,37,5,1,10,
39,Female,Single,2068451,2020-06-05,,,,,
42,Male,Married,2068551,2020-06-05,37,10,10,16,11
31,Female,Single,2068651,2020-06-05,,,,,
31,Male,Single,2068751,2020-06-05,,,,,
44,Female,Married,2068851,2020-06-05,43,17,7,17,
30,Male,Married,2068951,2020-06-05,32,13,6,11,9
40,Male,Single,2069051,2020-06-05,,,,,
36,Male,Single,2069151,2020-06-05,,,,,
39,Male,Married,2069251,2020-06-05,43,9,,,
37,Female,Single,2069351,2020-06-05,,,,,
41,Female,Married,2069451,2020-06-05,37,16,14,,
42,Female,Married,2069551,2020-06-05,42,4,11,12,16
44,Male,Married,2069651,2020-06-05,39,11,10,17,17
38,Male,Married,2069751,2020-06-05,43,1,,,
42,Male,Single,2069851,2020-06-05,,,,,
39,Male,Married,2069951,2020-06-05,34,9,14,11,
38,Male,Married,2070051,2020-06-05,37,1,,,
39,Male,Married,2070151,2020-06-05,34,1,,,
37,Male,Married,2070251,2020-06-05,33,9,4,15,11
32,Male,Married,2070351,2020-06-05,33,5,4,,
30,Male,Married,2070451,2020-06-05,32,2,,,
40,Male,Married,2070551,2020-06-05,41,6,9,17,4
41,Male,Single,2070651,2020-06-05,,,,,
45,Male,Married,2070751,2020-06-05,41,6,16,,
44,Female,Married,2070851,2020-06-05,49,17,7,,
33,Male,Single,2070951,2020-06-05,,,,,
31,Female,Married,2071051,2020-06-05,28,12,1,,
39,Male,Married,2071151,2020-06-05,44,16,8,10,
43,Male,Married,2071251,2020-06-05,48,17,10,3,
30,Male,Single,2071351,2020-06-05,,,,,
45,Male,Married,2071451,2020-06-05,43,5,1,,
36,Female,Married,2071551,2020-06-05,38,14,16,10,9
39,Female,Single,2071651,2020-06-05,,,,,
34,Female,Married,2071751,2020-06-05,31,17,13,,
40,Female,Single,2071851,2020-06-05,,,,,
34,Female,Married,2071951,2020-06-05,39,8,,,
39,Male,Single,2072051,2020-06-05,,,,,
37,Male,Married,2072151,2020-06-05,38,16,9,10,13
32,Male,Single,2072251,2020-06-05,,,,,
35,Male,Married,2072351,2020-06-05,40,1,,,
31,Male,Married,2072451,2020-06-05,31,1,,,
40,Male,Single,2072551,2020-06-05,,,,,
40,Male,Single,2072651,2020-06-05,,,,,
40,Female,Married,2072751,2020-06-05,35,17,,,
38,Male,Married,2072851,2020-06-05,36,1,,,
45,Female,Married,2072951,2020-06-05,46,7,,,
44,Male,Single,2073051,2020-06-05,,,,,
36,Male,Married,2073151,2020-06-05,41,1,,,
33,Female,Married,2073251,2020-06-05,30,5,,,
38,Male,Married,2073351,2020-06-05,39,5,5,4,4
31,Male,Married,2073451,2020-06-05,28,16,3,12,5
39,Male,Married,2073551,2020-06-05,38,12,14,12,
43,Male,Married,2073651,2020-06-05,48,12,,,
37,Female,Single,2073751,2020-06-05,,,,,
38,Female,Married,2073851,2020-06-05,34,14,,,
37,Male,Single,2073951,2020-06-05,,,,,
30,Male,Married,2074051,2020-06-05,35,4,,,
42,Male,Single,2074151,2020-06-05,,,,,
30,Female,Single,2074251,2020-06-05,,,,,
39,Male,Married,2074351,2020-06-05,38,4,10,,
31,Male,Married,2074451,2020-06-05,26,12,,,
35,Male,Married,2074551,2020-06-05,30,9,11,7,
32,Male,Married,2074651,2020-06-05,27,6,10,9,
40,Male,Married,2074751,2020-06-05,42,7,2,10,
34,Male,Single,2074851,2020-06-05,,,,,
38,Female,Single,2074951,2020-06-05,,,,,
30,Male,Married,2075051,2020-06-05,35,5,17,5,
33,Female,Single,2075151,2020-06-05,,,,,
33,Female,Married,2075251,2020-06-05,35,1,,,
31,Male,Married,2075351,2020-06-05,28,1,,,
39,Male,Married,2075451,2020-06-05,35,10,10,,
35,Male,Married,2075551,2020-06-05,30,10,14,,
42,Male,Married,2075651,2020-06-05,44,17,15,,
30,Female,Single,2075751,2020-06-05,,,,,
38,Male,Single,2075851,2020-06-05,,,,,
42,Female,Married,2075951,2020-06-05,38,1,,,
38,Male,Single,2076051,2020-06-05,,,,,
40,Female,Married,2076151,2020-06-05,35,6,9,9,12
43,Female,Married,2076251,2020-06-05,48,12,12,4,16
37,Male,Single,2076351,2020-06-05,,,,,
39,Male,Married,2076451,2020-06-05,41,1,,,
32,Male,Single,2076551,2020-06-05,,,,,
30,Male,Single,2076651,2020-06-05,,,,,
43,Female,Married,2076751,2020-06-05,44,15,2,10,11
36,Male,Married,2076851,2020-06-05,39,2,13,7,7
38,Male,Married,2076951,2020-06-05,34,2,9,8,
44,Male,Single,2077051,2020-06-05,,,,,
37,Male,Single,2077151,2020-06-05,,,,,
33,Male,Married,2077251,2020-06-05,37,10,,,
34,Female,Married,2077351,2020-06-05,38,12,13,6,
43,Male,Single,2077451,2020-06-05,,,,,
37,Male,Married,2077551,2020-06-05,41,17,14,6,8
36,Female,Married,2077651,2020-06-05,35,4,16,10,17
34,Male,Single,2077751,2020-06-05,,,,,
33,Female,Married,2077851,2020-06-05,31,5,1,,
42,Male,Married,2077951,2020-06-05,43,1,14,14,3
36,Male,Married,2078051,2020-06-05,35,2,15,3,10
37,Male,Married,2078151,2020-06-05,33,1,,,
37,Male,Married,2078251,2020-06-05,38,15,12,,
42,Male,Married,2078351,2020-06-05,41,3,,,
33,Male,Married,2078451,2020-06-05,38,12,1,17,13
37,Male,Married,2078551,2020-06-05,34,3,17,3,17
38,Female,Married,2078651,2020-06-05,38,6,,,
36,Male,Single,2078751,2020-06-05,,,,,
45,Male,Married,2078851,2020-06-05,47,16,8,4,14
39,Male,Married,2078951,2020-06-05,38,1,3,10,10
31,Male,Married,2079051,2020-06-05,30,14,11,,
39,Male,Married,2079151,2020-06-05,34,4,9,,
39,Male,Married,2079251,2020-06-05,43,5,9,6,
40,Female,Married,2079351,2020-06-05,39,1,,,
38,Male,Married,2079451,2020-06-05,36,7,,,
31,Male,Married,2079551,2020-06-05,32,1,,,
34,Male,Single,2079651,2020-06-05,,,,,
45,Female,Single,2079751,2020-06-05,,,,,
38,Female,Married,2079851,2020-06-05,35,4,15,12,3
38,Male,Single,2079951,2020-06-05,,,,,
39,Female,Married,2080051,2020-06-05,44,9,,,
37,Female,Married,2080151,2020-06-05,38,1,4,,
45,Female,Married,2080251,2020-06-05,47,8,11,7,
39,Female,Married,2080351,2020-06-05,41,15,,,
41,Male,Married,2080451,2020-06-05,36,1,1,10,12
45,Male,Married,2080551,2020-06-05,40,1,,,
35,Male,Married,2080651,2020-06-05,33,15,4,,
30,Male,Single,2080751,2020-06-05,,,,,
45,Male,Single,2080851,2020-06-05,,,,,
32,Male,Married,2080951,2020-06-05,37,11,,,
32,Male,Married,2081051,2020-06-05,34,5,,,
37,Female,Married,2081151,2020-06-05,40,9,13,,
30,Female,Married,2081251,2020-06-05,29,1,,,
37,Male,Single,2081351,2020-06-05,,,,,
35,Male,Married,2081451,2020-06-05,35,5,,,
44,Female,Married,2081551,2020-06-05,48,6,7,17,
45,Male,Married,2081651,2020-06-05,43,15,,,
41,Male,Single,2081751,2020-06-05,,,,,
32,Male,Married,2081851,2020-06-05,30,4,5,7,
33,Male,Married,2081951,2020-06-05,38,2,7,14,5
32,Male,Married,2082051,2020-06-05,30,15,,,
33,Female,Single,2082151,2020-06-05,,,,,
35,Male,Married,2082251,2020-06-05,31,3,2,10,16
39,Male,Married,2082351,2020-06-05,44,1,,,
42,Male,Single,2082451,2020-06-05,,,,,
39,Male,Married,2082551,2020-06-05,42,11,1,,
32,Female,Married,2082651,2020-06-05,37,15,4,16,8
32,Male,Married,2082751,2020-06-05,35,1,,,
30,Male,Single,2082851,2020-06-05,,,,,
44,Female,Married,2082951,2020-06-05,39,10,9,10,
30,Male,Married,2083051,2020-06-05,33,17,,,
33,Male,Single,2083151,2020-06-05,,,,,
33,Female,Married,2083251,2020-06-05,32,13,14,1,
32,Female,Single,2083351,2020-06-05,,,,,
45,Female,Married,2100151,2021-06-04,40,1,,,
43,Male,Married,2100251,2021-06-04,40,1,4,10,8
41,Female,Married,2100351,2021-06-04,38,10,8,14,11
41,Female,Single,2100451,2021-06-04,,,,,
33,Male,Married,2100551,2021-06-04,29,7,3,5,
31,Female,Single,2100651,2021-06-04,,,,,
39,Male,Single,2100751,2021-06-04,,,,,
42,Male,Single,2100851,2021-06-04,,,,,
40,Male,Married,2100951,2021-06-04,42,12,,,
44,Male,Married,2101051,2021-06-04,47,11,7,9,
39,Male,Married,2101151,2021-06-04,41,1,,,
40,Female,Married,2101251,2021-06-04,38,5,7,15,17
30,Male,Married,2101351,2021-06-04,29,13,15,,
41,Male,Single,2101451,2021-06-04,,,,,
34,Female,Single,2101551,2021-06-04,,,,,
42,Male,Married,2101651,2021-06-04,45,3,12,16,
30,Female,Married,2101751,2021-06-04,30,10,2,8,
34,Male,Married,2101851,2021-06-04,31,3,13,,
33,Male,Married,2101951,2021-06-04,38,14,,,
40,Female,Married,2102051,2021-06-04,35,1,,,
30,Male,Married,2102151,2021-06-04,26,10,5,16,
36,Male,Married,2102251,2021-06-04,31,4,3,,
34,Male,Married,2102351,2021-06-04,38,13,,,
34,Male,Married,2102451,2021-06-04,30,1,,,
39,Male,Married,2102551,2021-06-04,37,1,,,
31,Male,Single,2102651,2021-06-04,,,,,
32,Male,Married,2102751,2021-06-04,31,16,3,,
34,Male,Married,2102851,2021-06-04,32,5,,,
40,Male,Married,2102951,2021-06-04,38,13,7,,
42,Male,Single,2103051,2021-06-04,,,,,
33,Male,Single,2103151,2021-06-04,,,,,
31,Male,Married,2103251,2021-06-04,31,11,1,5,3
45,Male,Married,2103351,2021-06-04,42,6,10,16,17
32,Female,Married,2103451,2021-06-04,34,10,2,,
31,Male,Married,2103551,2021-06-04,36,10,7,,
42,Male,Married,2103651,2021-06-04,45,6,2,,
34,Male,Married,2103751,2021-06-04,29,1,,,
39,Male,Married,2103851,2021-06-04,42,14,,,
32,Female,Single,2103951,2021-06-04,,,,,
40,Male,Married,2104051,2021-06-04,45,4,,,
37,Male,Single,2104151,2021-06-04,,,,,
44,Female,Married,2104251,2021-06-04,42,3,12,12,
32,Male,Single,2104351,2021-06-04,,,,,
35,Female,Married,2104451,2021-06-04,32,8,,,
45,Male,Single,2104551,2021-06-04,,,,,
45,Male,Married,2104651,2021-06-04,48,16,3,3,
30,Male,Married,2104751,2021-06-04,27,10,11,2,
32,Male,Married,2104851,2021-06-04,32,15,7,3,
37,Female,Single,2104951,2021-06-04,,,,,
33,Female,Single,2105051,2021-06-04,,,,,
43,Male,Married,2105151,2021-06-04,46,5,7,12,6
30,Male,Married,2105251,2021-06-04,30,4,3,10,13
42,Female,Single,2105351,2021-06-04,,,,,
35,Male,Married,2105451,2021-06-04,32,3,4,16,12
36,Male,Married,2105551,2021-06-04,36,2,15,6,9
45,Male,Single,2105651,2021-06-04,,,,,
36,Male,Single,2105751,2021-06-04,,,,,
43,Male,Single,2105851,2021-06-04,,,,,
38,Male,Single,2105951,2021-06-04,,,,,
36,Male,Married,2106051,2021-06-04,34,17,1,10,
36,Female,Married,2106151,2021-06-04,40,1,,,
39,Male,Married,2106251,2021-06-04,40,6,16,,
34,Female,Married,2106351,2021-06-04,35,1,,,
34,Female,Single,2106451,2021-06-04,,,,,
40,Male,Married,2106551,2021-06-04,44,12,17,8,
41,Male,Single,2106651,2021-06-04,,,,,
34,Male,Married,2106751,2021-06-04,38,16,,,
41,Male,Married,2106851,2021-06-04,42,7,1,3,15
40,Female,Married,2106951,2021-06-04,36,1,,,
30,Male,Single,2107051,2021-06-04,,,,,
41,Male,Married,2107151,2021-06-04,42,10,15,15,10
31,Male,Single,2107251,2021-06-04,,,,,
45,Male,Married,2107351,2021-06-04,50,11,,,
35,Male,Single,2107451,2021-06-04,,,,,
41,Male,Single,2107551,2021-06-04,,,,,
32,Male,Married,2107651,2021-06-04,28,4,10,17,
39,Male,Single,2107751,2021-06-04,,,,,
42,Male,Married,2107851,2021-06-04,44,15,,,
41,Male,Married,2107951,2021-06-04,36,5,1,,
33,Female,Married,2108051,2021-06-04,31,2,1,7,14
36,Male,Married,2108151,2021-06-04,36,8,7,,
30,Female,Single,2108251,2021-06-04,,,,,
43,Male,Married,2108351,2021-06-04,42,2,5,,
40,Female,Married,2108451,2021-06-04,36,3,,,
30,Male,Married,2108551,2021-06-04,29,6,13,16,
30,Male,Single,2108651,2021-06-04,,,,,
33,Male,Married,2108751,2021-06-04,29,11,15,,
38,Male,Married,2108851,2021-06-04,40,14,10,11,
41,Female,Married,2108951,2021-06-04,46,4,,,
34,Female,Married,2109051,2021-06-04,30,1,,,
38,Male,Single,2109151,2021-06-04,,,,,
30,Male,Married,2109251,2021-06-04,34,9,,,
41,Male,Married,2109351,2021-06-04,36,2,9,,
37,Male,Married,2109451,2021-06-04,38,1,,,
34,Male,Married,2109551,2021-06-04,31,6,14,,
40,Male,Single,2109651,2021-06-04,,,,,
38,Male,Single,2109751,2021-06-04,,,,,
44,Male,Married,2109851,2021-06-04,41,13,8,6,
38,Male,Married,2109951,2021-06-04,36,14,12,14,12
37,Female,Married,2110051,2021-06-04,38,8,4,16,
30,Female,Married,2110151,2021-06-04,31,10,10,10,
42,Female,Married,2110251,2021-06-04,43,17,13,3,
41,Male,Married,2110351,2021-06-04,38,2,9,1,
32,Male,Married,2110451,2021-06-04,27,10,7,8,10
35,Male,Married,2110551,2021-06-04,37,15,15,6,7
43,Female,Married,2110651,2021-06-04,39,1,,,
32,Male,Single,2110751,2021-06-04,,,,,
34,Female,Married,2110851,2021-06-04,32,6,,,
38,Male,Married,2110951,2021-06-04,37,6,14,11,
34,Male,Married,2111051,2021-06-04,38,16,17,,
40,Female,Married,2111151,2021-06-04,38,9,7,4,
39,Male,Married,2111251,2021-06-04,43,12,9,,
39,Male,Single,2111351,2021-06-04,,,,,
45,Female,Married,2111451,2021-06-04,47,1,,,
45,Male,Married,2111551,2021-06-04,45,3,,,
34,Male,Married,2111651,2021-06-04,37,16,6,1,
35,Female,Married,2111751,2021-06-04,36,1,,,
35,Male,Single,2111851,2021-06-04,,,,,
40,Male,Married,2111951,2021-06-04,40,1,,,
41,Male,Married,2112051,2021-06-04,36,8,15,,
42,Male,Married,2112151,2021-06-04,41,2,,,
31,Female,Married,2112251,2021-06-04,30,3,,,
34,Male,Married,2112351,2021-06-04,39,6,10,11,7
45,Male,Married,2112451,2021-06-04,43,14,2,,
44,Female,Married,2112551,2021-06-04,48,2,13,15,
45,Female,Single,2112651,2021-06-04,,,,,
41,Male,Married,2112751,2021-06-04,40,1,,,
32,Male,Married,2112851,2021-06-04,32,1,,,
32,Male,Married,2112951,2021-06-04,33,7,11,,
30,Female,Single,2113051,2021-06-04,,,,,
45,Male,Married,2113151,2021-06-04,43,16,2,13,5
31,Male,Married,2113251,2021-06-04,28,3,,,
40,Male,Married,2113351,2021-06-04,39,8,6,13,
37,Male,Married,2113451,2021-06-04,41,7,8,,
35,Female,Single,2113551,2021-06-04,,,,,
31,Male,Married,2113651,2021-06-04,35,6,,,
44,Male,Married,2113751,2021-06-04,45,15,10,1,10
36,Male,Married,2113851,2021-06-04,35,9,12,,
44,Female,Married,2113951,2021-06-04,44,1,,,
35,Male,Single,2114051,2021-06-04,,,,,
37,Female,Married,2114151,2021-06-04,32,6,,,
34,Male,Single,2114251,2021-06-04,,,,,
45,Male,Married,2114351,2021-06-04,46,1,,,
35,Male,Married,2114451,2021-06-04,39,10,2,,
33,Male,Married,2114551,2021-06-04,30,12,7,9,1
43,Male,Married,2114651,2021-06-04,47,6,4,3,9
31,Male,Single,2114751,2021-06-04,,,,,
43,Male,Married,2114851,2021-06-04,43,12,1,4,
44,Male,Single,2114951,2021-06-04,,,,,
39,Male,Married,2115051,2021-06-04,40,12,,,
36,Male,Married,2115151,2021-06-04,38,2,,,
30,Male,Married,2115251,2021-06-04,29,17,6,10,13
42,Male,Married,2115351,2021-06-04,42,7,,,
45,Female,Married,2115451,2021-06-04,44,1,,,
36,Male,Single,2115551,2021-06-04,,,,,
32,Male,Married,2115651,2021-06-04,36,4,,,
35,Male,Married,2115751,2021-06-04,38,1,4,,
33,Male,Single,2115851,2021-06-04,,,,,
40,Female,Single,2115951,2021-06-04,,,,,
36,Male,Married,2116051,2021-06-04,34,16,5,,
39,Female,Married,2116151,2021-06-04,40,7,3,,
32,Male,Married,2116251,2021-06-04,36,14,,,
36,Female,Married,2116351,2021-06-04,37,1,,,
36,Male,Married,2116451,2021-06-04,37,5,6,7,
32,Female,Married,2116551,2021-06-04,36,1,,,
45,Female,Married,2116651,2021-06-04,40,15,,,
39,Male,Single,2116751,2021-06-04,,,,,
35,Male,Married,2116851,2021-06-04,39,1,,,
43,Female,Married,2116951,2021-06-04,39,3,,,
36,Male,Single,2117051,2021-06-04,,,,,
35,Male,Single,2117151,2021-06-04,,,,,
32,Male,Married,2117251,2021-06-04,29,4,16,4,2
44,Male,Married,2117351,2021-06-04,49,9,1,5,
30,Male,Married,2117451,2021-06-04,33,2,15,15,14
32,Male,Married,2117551,2021-06-04,35,2,9,9,2
30,Male,Married,2117651,2021-06-04,31,1,,,
39,Female,Single,2117751,2021-06-04,,,,,
41,Male,Single,2117851,2021-06-04,,,,,
42,Male,Married,2117951,2021-06-04,38,12,,,
35,Male,Married,2118051,2021-06-04,38,7,15,10,
43,Female,Married,2118151,2021-06-04,38,17,,,
33,Female,Married,2118251,2021-06-04,35,5,,,
44,Male,Single,2118351,2021-06-04,,,,,
45,Female,Married,2118451,2021-06-04,49,13,2,3,6
33,Male,Single,2118551,2021-06-04,,,,,
41,Male,Married,2118651,2021-06-04,38,13,,,
40,Male,Married,2118751,2021-06-04,44,1,,,
