Branch of Service,Rank,Functional Branch,Student_ID,Service Component,Commissioning Source
Department of Homeland Security (DHS),GS-12,Contracting,2231051,Civilian ,n/a
Army,CPT,Field Artillery,2051951,Active,ROTC
Army,CPT,Engineer,2052051,National Guard,OCS
Army,MAJ,Military Police,2052151,Active,Service Academy
Army,CPT,Aviation,2052251,Reserve,ROTC
Army,CPT,Signal Corps,2052351,Active,ROTC
Army,MAJ,Intelligence,2052451,Active,ROTC
Army,MAJ,Infantry,2052551,National Guard,Service Academy
Army,MAJ,Cyber,2052651,Active,OCS
Army,MAJ,Aviation,2052751,Active,ROTC
Army,MAJ,Medical Corps,2052851,Active,Direct Commission (Medical)
Army,MAJ,Armor,2052951,National Guard,Service Academy
Space Force,MAJ,Intelligence,2053051,Active,Service Academy
Space Force,MAJ,Intelligence,2053151,National Guard,ROTC
Army,MAJ,Intelligence,2053251,Reserve,Service Academy
Army,MAJ,Logistics,2053351,National Guard,ROTC
Army,MAJ,Medical Corps,2053451,National Guard,Direct Commission (Medical)
Army,CPT,Cyber,2053551,Active,OCS
Navy,LCDR,Medical,2053651,Reserve,Direct Commission (Medical)
Army,MAJ,Armor,2053751,Reserve,OCS
Army,CPT,Cyber,2053851,Active,Service Academy
Army,CPT,Cyber,2053951,Active,OCS
Army,CPT,Armor,2054051,Active,ROTC
Army,MAJ,Signal Corps,2054151,National Guard,OCS
Army,CPT,Infantry,2054251,Active,ROTC
Air Force,MAJ,Maintenance,2054351,Active,OCS
Army,CPT,Intelligence,2054451,Active,Service Academy
Department of Homeland Security (DHS),GS-13,Logistics,2307951,Civilian ,n/a
Army,MAJ,Aviation,2054651,Active,ROTC
Army,CPT,Medical Corps,2054751,Active,Direct Commission (Medical)
Air Force,MAJ,Maintenance,2054851,Active,OCS
Army,CPT,Medical Corps,2054951,Reserve,Direct Commission (Medical)
Army,CPT,Armor,2055051,National Guard,ROTC
Army,CPT,Intelligence,2055151,National Guard,ROTC
Army,CPT,Cyber,2055251,Active,OCS
Army,CPT,Signal Corps,2055351,Active,Service Academy
Army,MAJ,Cyber,2055451,Active,ROTC
Army,MAJ,Armor,2055551,Active,ROTC
Army,MAJ,Field Artillery,2055651,Active,ROTC
Army,MAJ,Finance Corps,2055751,Active,OCS
Army,MAJ,Armor,2055851,National Guard,ROTC
Army,CPT,Field Artillery,2055951,Reserve,Service Academy
Army,CPT,Field Artillery,2056051,National Guard,Service Academy
Army,CPT,Infantry,2056151,National Guard,ROTC
Army,CPT,Armor,2056251,National Guard,ROTC
Navy,LT,Aviation,2056351,Active,ROTC
Army,MAJ,Field Artillery,2056451,Active,Service Academy
Army,CPT,Logistics,2056551,Active,OCS
Army,MAJ,Aviation,2056651,Reserve,Service Academy
Army,CPT,Engineer,2056751,Active,ROTC
Army,MAJ,Finance Corps,2056851,Active,ROTC
Army,CPT,Aviation,2056951,Active,ROTC
Army,CPT,Armor,2057051,Active,Service Academy
Army,CPT,Signal Corps,2057151,National Guard,OCS
Army,MAJ,Military Police,2057251,Active,OCS
Army,CPT,Signal Corps,2057351,Active,ROTC
Army,MAJ,Intelligence,2057451,National Guard,Service Academy
Army,CPT,Finance Corps,2057551,Reserve,ROTC
Army,CPT,Armor,2057651,Active,ROTC
Army,MAJ,Engineer,2057751,Active,Service Academy
Army,CPT,Infantry,2057851,Active,Service Academy
Army,CPT,Infantry,2057951,Active,OCS
Army,CPT,Finance Corps,2058051,Active,OCS
Army,MAJ,Armor,2058151,National Guard,ROTC
Army,CPT,Intelligence,2058251,Active,Service Academy
Army,MAJ,Field Artillery,2058351,Active,ROTC
Army,MAJ,Field Artillery,2058451,National Guard,Service Academy
Army,MAJ,Engineer,2058551,Reserve,ROTC
Army,CPT,Infantry,2058651,Active,Service Academy
Army,MAJ,Infantry,2058751,Active,ROTC
Army,MAJ,Finance Corps,2058851,Active,OCS
Army,MAJ,Cyber,2058951,National Guard,ROTC
Navy,LT,Aviation,2059051,Active,Service Academy
Army,CPT,Medical Corps,2059151,National Guard,Direct Commission (Medical)
Army,MAJ,Engineer,2059251,Active,OCS
Army,MAJ,Logistics,2059351,Reserve,OCS
Army,MAJ,Logistics,2059451,Active,Service Academy
Army,MAJ,Finance Corps,2059551,Reserve,Service Academy
Army,MAJ,Infantry,2059651,Active,ROTC
Army,CPT,Engineer,2059751,Active,ROTC
Army,MAJ,Signal Corps,2059851,Active,Service Academy
Air Force,MAJ,Pilot,2059951,Reserve,ROTC
Army,MAJ,Armor,2060051,National Guard,ROTC
Army,CPT,Military Police,2060151,Active,Service Academy
Army,CPT,Logistics,2060251,Active,ROTC
Army,MAJ,Military Police,2060351,Active,ROTC
Army,MAJ,Signal Corps,2060451,Active,ROTC
Army,CPT,Finance Corps,2060551,National Guard,Service Academy
Army,MAJ,Infantry,2060651,National Guard,ROTC
Army,MAJ,Cyber,2060751,Active,ROTC
Army,MAJ,Engineer,2060851,Active,ROTC
Army,MAJ,Aviation,2060951,Active,ROTC
Army,MAJ,Armor,2061051,Active,OCS
Army,MAJ,Logistics,2061151,Active,ROTC
Army,CPT,Engineer,2061251,Active,ROTC
Army,MAJ,Armor,2061351,Active,ROTC
Navy,LCDR,Surface Warfare,2061451,Active,Service Academy
Army,MAJ,Infantry,2061551,Active,ROTC
Army,CPT,Armor,2061651,Reserve,ROTC
Army,CPT,Logistics,2061751,Active,ROTC
Department of Homeland Security (DHS),GS-12,Logistics,2324551,Civilian ,n/a
Army,CPT,Finance Corps,2061951,Reserve,ROTC
Army,MAJ,Signal Corps,2062051,Active,OCS
Army,MAJ,Signal Corps,2062151,National Guard,ROTC
Air Force,CPT,Intelligence,2062251,Active,OCS
Army,CPT,Intelligence,2062351,National Guard,ROTC
Army,MAJ,Armor,2062451,Active,Service Academy
Army,CPT,Finance Corps,2062551,Active,ROTC
Army,MAJ,Field Artillery,2062651,National Guard,Service Academy
Army,CPT,Signal Corps,2062751,Active,ROTC
Army,MAJ,Cyber,2062851,Active,OCS
Army,CPT,Cyber,2062951,Active,ROTC
Army,MAJ,Finance Corps,2063051,National Guard,ROTC
Army,CPT,Logistics,2063151,National Guard,ROTC
Army,MAJ,Engineer,2063251,Reserve,ROTC
Army,MAJ,Cyber,2063351,Active,Service Academy
Department of Homeland Security (DHS),GS-13,Logistics,2406851,Civilian ,n/a
Department of Homeland Security (DHS),GS-13,Cyber Operations,2512051,Civilian ,n/a
Army,CPT,Armor,2063651,Reserve,ROTC
Army,CPT,Intelligence,2063751,National Guard,Service Academy
Air Force,MAJ,Pilot,2063851,Active,OCS
Army,CPT,Intelligence,2063951,National Guard,Service Academy
Army,MAJ,Armor,2064051,Active,OCS
Army,MAJ,Finance Corps,2064151,Active,OCS
Army,MAJ,Signal Corps,2064251,Active,ROTC
Army,MAJ,Logistics,2064351,National Guard,OCS
Army,CPT,Medical Corps,2064451,Active,Direct Commission (Medical)
Army,MAJ,Medical Corps,2064551,Active,Direct Commission (Medical)
Army,CPT,Infantry,2064651,Active,ROTC
Army,CPT,Infantry,2064751,Active,Service Academy
Army,MAJ,Field Artillery,2064851,Active,OCS
Army,CPT,Medical Corps,2064951,Active,Direct Commission (Medical)
Army,MAJ,Intelligence,2065051,Active,ROTC
Army,CPT,Field Artillery,2065151,Active,ROTC
Army,CPT,Logistics,2065251,Active,OCS
Army,CPT,Finance Corps,2065351,Active,ROTC
Army,CPT,Medical Corps,2065451,Active,Direct Commission (Medical)
Army,MAJ,Armor,2065551,Active,ROTC
Army,CPT,Signal Corps,2065651,Active,ROTC
Army,CPT,Infantry,2065751,Active,Service Academy
Navy,LT,Intelligence,2065851,Active,ROTC
Army,CPT,Armor,2065951,Active,ROTC
Army,MAJ,Infantry,2066051,Active,ROTC
Army,MAJ,Engineer,2066151,Active,OCS
Army,MAJ,Military Police,2066251,Active,ROTC
Army,MAJ,Logistics,2066351,Active,Service Academy
Army,CPT,Logistics,2066451,National Guard,OCS
Army,MAJ,Signal Corps,2066551,Active,OCS
Army,CPT,Logistics,2066651,Active,ROTC
Army,CPT,Signal Corps,2066751,Active,Service Academy
Army,CPT,Infantry,2066851,Active,Service Academy
Space Force,CPT,Space Operations,2066951,National Guard,OCS
Army,MAJ,Cyber,2067051,Active,ROTC
Army,MAJ,Finance Corps,2067151,Active,Service Academy
Army,MAJ,Medical Corps,2067251,National Guard,Direct Commission (Medical)
Army,CPT,Signal Corps,2067351,Active,ROTC
Air Force,CPT,Cyber Operations,2067451,Active,Service Academy
Air Force,CPT,Pilot,2067551,National Guard,Service Academy
Army,CPT,Field Artillery,2067651,Active,OCS
Army,MAJ,Infantry,2067751,Reserve,ROTC
Army,CPT,Intelligence,2067851,Reserve,Service Academy
Army,MAJ,Field Artillery,2067951,Active,Service Academy
Army,MAJ,Infantry,2068051,Active,OCS
Army,CPT,Aviation,2068151,Active,Service Academy
Navy,LT,Submarine,2068251,Active,Service Academy
Air Force,MAJ,Pilot,2068351,Active,ROTC
Air Force,MAJ,Pilot,2068451,National Guard,ROTC
Army,MAJ,Armor,2068551,Active,Service Academy
Army,CPT,Military Police,2068651,Active,Service Academy
Army,CPT,Infantry,2068751,Active,ROTC
Air Force,CPT,Maintenance,2068851,Active,ROTC
Army,MAJ,Signal Corps,2068951,Active,Service Academy
Army,MAJ,Cyber,2069051,Active,OCS
Army,MAJ,Armor,2069151,Active,OCS
Air Force,MAJ,Intelligence,2069251,Active,ROTC
Army,MAJ,Finance Corps,2069351,Reserve,OCS
Army,MAJ,Field Artillery,2069451,Active,OCS
Army,MAJ,Infantry,2069551,Active,Service Academy
Army,CPT,Aviation,2069651,Active,ROTC
Army,CPT,Military Police,2069751,National Guard,ROTC
Army,CPT,Intelligence,2069851,Active,ROTC
Army,MAJ,Finance Corps,2069951,Active,ROTC
Army,CPT,Signal Corps,2070051,National Guard,OCS
Army,CPT,Medical Corps,2070151,Active,Direct Commission (Medical)
Army,MAJ,Military Police,2070251,Active,OCS
Army,CPT,Aviation,2070351,Active,OCS
Army,MAJ,Engineer,2070451,National Guard,Service Academy
Army,CPT,Military Police,2070551,Active,Service Academy
Army,MAJ,Intelligence,2070651,Active,OCS
Army,CPT,Intelligence,2070751,Active,ROTC
Army,CPT,Finance Corps,2070851,Active,OCS
Army,MAJ,Logistics,2070951,Active,OCS
Army,CPT,Armor,2071051,National Guard,Service Academy
Army,MAJ,Infantry,2071151,National Guard,ROTC
Army,CPT,Field Artillery,2071251,National Guard,Service Academy
Army,MAJ,Field Artillery,2071351,Active,ROTC
Army,MAJ,Signal Corps,2071451,Active,OCS
Army,MAJ,Military Police,2071551,Active,OCS
Air Force,MAJ,Cyber Operations,2071651,Active,OCS
Army,CPT,Infantry,2071751,National Guard,ROTC
Army,MAJ,Finance Corps,2071851,Active,ROTC
Department of Homeland Security (DHS),GS-12,Cyber Operations,2516051,Civilian ,n/a
Army,CPT,Intelligence,2072051,Reserve,Service Academy
Army,MAJ,Armor,2072151,Reserve,ROTC
Army,MAJ,Intelligence,2072251,National Guard,Service Academy
Army,MAJ,Finance Corps,2072351,Active,ROTC
Army,MAJ,Armor,2072451,Active,Service Academy
Army,CPT,Armor,2072551,National Guard,Service Academy
Army,MAJ,Armor,2072651,National Guard,ROTC
Army,CPT,Signal Corps,2072751,Reserve,ROTC
Marines,MAJ,Intelligence,2072851,Reserve,OCS
Army,CPT,Cyber,2072951,National Guard,ROTC
Army,CPT,Signal Corps,2073051,Active,Service Academy
Army,MAJ,Field Artillery,2073151,Active,Service Academy
Army,CPT,Signal Corps,2073251,National Guard,ROTC
Army,MAJ,Logistics,2073351,Active,OCS
Army,CPT,Logistics,2073451,Reserve,ROTC
Army,MAJ,Finance Corps,2073551,Reserve,ROTC
Air Force,MAJ,Medical,2073651,Reserve,Direct Commission (Medical)
Army,CPT,Armor,2073751,Active,OCS
Army,MAJ,Field Artillery,2073851,Active,ROTC
Army,MAJ,Infantry,2073951,Active,Service Academy
Army,MAJ,Infantry,2074051,Active,Service Academy
Air Force,MAJ,Cyber Operations,2074151,Active,ROTC
Army,MAJ,Finance Corps,2074251,Active,OCS
Army,MAJ,Medical Corps,2074351,Active,Direct Commission (Medical)
Army,CPT,Infantry,2074451,Active,OCS
Army,MAJ,Signal Corps,2074551,National Guard,Service Academy
Army,CPT,Infantry,2074651,Active,ROTC
Army,MAJ,Finance Corps,2074751,Active,Service Academy
Army,MAJ,Signal Corps,2074851,Active,Service Academy
Army,MAJ,Field Artillery,2074951,National Guard,ROTC
Army,MAJ,Logistics,2075051,National Guard,ROTC
Army,CPT,Signal Corps,2075151,Reserve,ROTC
Army,MAJ,Field Artillery,2075251,Active,ROTC
Army,MAJ,Engineer,2075351,Active,ROTC
Army,CPT,Military Police,2075451,Active,Service Academy
Navy,LT,Intelligence,2075551,Active,ROTC
Army,CPT,Finance Corps,2075651,Reserve,ROTC
Army,MAJ,Field Artillery,2075751,Active,OCS
Army,CPT,Engineer,2075851,Active,OCS
Army,MAJ,Engineer,2075951,Active,OCS
Army,CPT,Infantry,2076051,Active,Service Academy
Department of Homeland Security (DHS),GS-12,Cyber Operations,2571851,Civilian ,n/a
Army,CPT,Infantry,2076251,Active,ROTC
Army,CPT,Armor,2076351,Active,ROTC
Army,MAJ,Infantry,2076451,Active,OCS
Army,CPT,Field Artillery,2076551,Active,ROTC
Army,CPT,Logistics,2076651,Active,Service Academy
Army,CPT,Signal Corps,2076751,National Guard,ROTC
Army,MAJ,Armor,2076851,Active,Service Academy
Army,CPT,Armor,2076951,Active,ROTC
Army,CPT,Intelligence,2077051,National Guard,OCS
Army,MAJ,Intelligence,2077151,Active,ROTC
Army,MAJ,Cyber,2077251,National Guard,Service Academy
Army,MAJ,Finance Corps,2077351,Active,ROTC
Army,CPT,Medical Corps,2077451,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2077551,Reserve,ROTC
Army,CPT,Engineer,2077651,Active,ROTC
Army,CPT,Field Artillery,2077751,Active,Service Academy
Army,MAJ,Finance Corps,2077851,Active,ROTC
Army,CPT,Military Police,2077951,Active,Service Academy
Army,CPT,Intelligence,2078051,Active,Service Academy
Army,CPT,Signal Corps,2078151,Active,ROTC
Army,MAJ,Infantry,2078251,Active,ROTC
Army,CPT,Finance Corps,2078351,Active,Service Academy
Army,CPT,Military Police,2078451,National Guard,OCS
Navy,LT,Aviation,2078551,Active,ROTC
Army,MAJ,Intelligence,2078651,Active,ROTC
Department of State (DoS),GS-13,Contracting,2027451,Civilian ,n/a
Army,CPT,Cyber,2078851,Active,ROTC
Army,MAJ,Military Police,2078951,Active,OCS
Army,MAJ,Cyber,2079051,National Guard,OCS
Air Force,CPT,Cyber Operations,2079151,National Guard,Service Academy
Army,MAJ,Engineer,2079251,Active,ROTC
Army,CPT,Infantry,2079351,Active,Service Academy
Army,CPT,Armor,2079451,Active,ROTC
Army,MAJ,Signal Corps,2079551,Active,ROTC
Army,CPT,Logistics,2079651,Reserve,OCS
Air Force,MAJ,Pilot,2079751,Active,ROTC
Army,CPT,Armor,2079851,Active,ROTC
Army,MAJ,Logistics,2079951,National Guard,ROTC
Army,MAJ,Finance Corps,2080051,Active,OCS
Army,MAJ,Cyber,2080151,Active,Service Academy
Army,MAJ,Field Artillery,2080251,Active,ROTC
Air Force,MAJ,Cyber Operations,2080351,Active,OCS
Army,CPT,Field Artillery,2080451,Active,ROTC
Army,MAJ,Field Artillery,2080551,Active,OCS
Army,CPT,Finance Corps,2080651,Reserve,OCS
Army,MAJ,Cyber,2080751,Active,ROTC
Army,MAJ,Infantry,2080851,Reserve,Service Academy
Army,MAJ,Field Artillery,2080951,Active,ROTC
Army,CPT,Infantry,2081051,Reserve,ROTC
Army,MAJ,Engineer,2081151,Active,ROTC
Army,CPT,Engineer,2081251,Active,OCS
Army,CPT,Military Police,2081351,National Guard,ROTC
Army,MAJ,Logistics,2081451,National Guard,ROTC
Army,MAJ,Infantry,2081551,Active,Service Academy
Army,MAJ,Aviation,2081651,Active,ROTC
Army,CPT,Aviation,2081751,Active,OCS
Army,MAJ,Medical Corps,2081851,National Guard,Direct Commission (Medical)
Air Force,MAJ,Medical,2081951,Active,Direct Commission (Medical)
Army,CPT,Engineer,2082051,Active,ROTC
Army,CPT,Field Artillery,2082151,Active,ROTC
Army,MAJ,Field Artillery,2082251,Active,ROTC
Army,MAJ,Signal Corps,2082351,Active,OCS
Department of State (DoS),GS-13,Cyber Operations,2076151,Civilian ,n/a
Army,MAJ,Field Artillery,2082551,Active,OCS
Army,MAJ,Logistics,2082651,Active,OCS
Army,MAJ,Signal Corps,2082751,Active,ROTC
Army,CPT,Field Artillery,2082851,Active,Service Academy
Navy,LT,Submarine,2082951,Active,ROTC
Army,MAJ,Infantry,2083051,Active,ROTC
Army,CPT,Field Artillery,2083151,Active,ROTC
Army,CPT,Military Police,2083251,National Guard,OCS
Army,MAJ,Logistics,2083351,Active,OCS
Army,MAJ,Field Artillery,2100151,Active,OCS
Army,MAJ,Armor,2100251,Active,OCS
Army,CPT,Armor,2100351,National Guard,OCS
Army,CPT,Armor,2100451,Active,ROTC
Army,MAJ,Intelligence,2100551,Active,ROTC
Army,MAJ,Infantry,2100651,National Guard,ROTC
Army,MAJ,Armor,2100751,Active,Service Academy
Army,MAJ,Armor,2100851,Active,Service Academy
Army,MAJ,Engineer,2100951,Active,OCS
Army,CPT,Finance Corps,2101051,Active,OCS
Air Force,MAJ,Maintenance,2101151,Active,ROTC
Army,MAJ,Field Artillery,2101251,Active,Service Academy
Army,CPT,Engineer,2101351,Active,ROTC
Army,CPT,Intelligence,2101451,Active,ROTC
Army,CPT,Armor,2101551,National Guard,OCS
Air Force,CPT,Pilot,2101651,Active,ROTC
Army,CPT,Finance Corps,2101751,National Guard,OCS
Army,CPT,Armor,2101851,Active,ROTC
Army,MAJ,Armor,2101951,National Guard,OCS
Army,CPT,Armor,2102051,Active,ROTC
Army,CPT,Medical Corps,2102151,Active,Direct Commission (Medical)
Army,MAJ,Aviation,2102251,National Guard,OCS
Army,CPT,Aviation,2102351,National Guard,ROTC
Army,MAJ,Armor,2102451,Active,Service Academy
Army,CPT,Engineer,2102551,Active,ROTC
Army,CPT,Signal Corps,2102651,Active,ROTC
Navy,LCDR,Aviation,2102751,Active,ROTC
Army,CPT,Military Police,2102851,Active,Service Academy
Army,CPT,Armor,2102951,National Guard,ROTC
Army,CPT,Military Police,2103051,Active,OCS
Navy,LT,Surface Warfare,2103151,Active,Service Academy
Army,CPT,Aviation,2103251,Active,ROTC
Air Force,MAJ,Maintenance,2103351,Reserve,ROTC
Army,MAJ,Engineer,2103451,National Guard,Service Academy
Army,CPT,Field Artillery,2103551,Active,Service Academy
Army,CPT,Field Artillery,2103651,Active,ROTC
Army,MAJ,Aviation,2103751,Reserve,ROTC
Army,MAJ,Intelligence,2103851,Reserve,OCS
Army,MAJ,Intelligence,2103951,Active,Service Academy
Army,CPT,Intelligence,2104051,Reserve,Service Academy
Navy,LCDR,Aviation,2104151,Active,OCS
Army,CPT,Logistics,2104251,Active,Service Academy
Army,CPT,Finance Corps,2104351,Active,ROTC
Army,CPT,Cyber,2104451,Active,ROTC
Army,MAJ,Field Artillery,2104551,National Guard,ROTC
Army,MAJ,Infantry,2104651,Active,OCS
Army,CPT,Armor,2104751,Active,Service Academy
Army,MAJ,Aviation,2104851,Active,Service Academy
Army,MAJ,Field Artillery,2104951,Active,ROTC
Army,MAJ,Infantry,2105051,Active,Service Academy
Army,CPT,Armor,2105151,Active,ROTC
Army,CPT,Intelligence,2105251,Active,OCS
Army,MAJ,Infantry,2105351,Active,ROTC
Army,MAJ,Infantry,2105451,Active,OCS
Army,CPT,Signal Corps,2105551,Active,OCS
Army,MAJ,Medical Corps,2105651,National Guard,Direct Commission (Medical)
Army,CPT,Infantry,2105751,Active,OCS
Army,MAJ,Field Artillery,2105851,Active,OCS
Army,MAJ,Engineer,2105951,Reserve,Service Academy
Army,MAJ,Engineer,2106051,Active,ROTC
Air Force,CPT,Intelligence,2106151,Active,OCS
Army,MAJ,Military Police,2106251,Active,ROTC
Army,MAJ,Infantry,2106351,Active,Service Academy
Army,MAJ,Aviation,2106451,Active,ROTC
Army,CPT,Medical Corps,2106551,National Guard,Direct Commission (Medical)
Space Force,CPT,Cyber Operations,2106651,Active,Service Academy
Air Force,MAJ,Cyber Operations,2106751,Active,ROTC
Army,MAJ,Infantry,2106851,Active,OCS
Army,MAJ,Signal Corps,2106951,Active,Service Academy
Army,CPT,Armor,2107051,Active,OCS
Army,MAJ,Military Police,2107151,Active,ROTC
Army,MAJ,Field Artillery,2107251,Active,Service Academy
Army,MAJ,Field Artillery,2107351,Active,Service Academy
Army,MAJ,Finance Corps,2107451,Reserve,ROTC
Army,CPT,Logistics,2107551,Active,Service Academy
Navy,LCDR,Surface Warfare,2107651,Reserve,ROTC
Army,CPT,Cyber,2107751,Active,OCS
Army,MAJ,Signal Corps,2107851,National Guard,OCS
Army,MAJ,Logistics,2107951,Active,OCS
Army,CPT,Armor,2108051,Active,OCS
Army,CPT,Infantry,2108151,Active,OCS
Army,MAJ,Logistics,2108251,Active,OCS
Army,MAJ,Military Police,2108351,Active,OCS
Army,CPT,Engineer,2108451,Active,OCS
Army,CPT,Intelligence,2108551,Active,OCS
Army,MAJ,Intelligence,2108651,Reserve,OCS
Army,CPT,Field Artillery,2108751,Active,ROTC
Army,MAJ,Military Police,2108851,Active,ROTC
Army,MAJ,Signal Corps,2108951,Active,ROTC
Army,MAJ,Engineer,2109051,Active,OCS
Army,CPT,Signal Corps,2109151,Reserve,OCS
Army,MAJ,Finance Corps,2109251,Active,OCS
Army,MAJ,Finance Corps,2109351,National Guard,ROTC
Army,MAJ,Engineer,2109451,Active,OCS
Army,CPT,Military Police,2109551,Active,ROTC
Army,MAJ,Engineer,2109651,Active,ROTC
Army,MAJ,Finance Corps,2109751,Reserve,OCS
Army,MAJ,Infantry,2109851,Active,ROTC
Army,CPT,Cyber,2109951,Active,ROTC
Air Force,MAJ,Intelligence,2110051,Active,Service Academy
Army,MAJ,Finance Corps,2110151,National Guard,OCS
Army,CPT,Engineer,2110251,Active,OCS
Army,MAJ,Engineer,2110351,Active,Service Academy
Army,CPT,Military Police,2110451,Active,ROTC
Army,CPT,Medical Corps,2110551,National Guard,Direct Commission (Medical)
Army,MAJ,Medical Corps,2110651,Active,Direct Commission (Medical)
Army,CPT,Infantry,2110751,Active,Service Academy
Army,CPT,Signal Corps,2110851,National Guard,ROTC
Army,CPT,Engineer,2110951,Active,ROTC
Army,CPT,Infantry,2111051,National Guard,ROTC
Army,MAJ,Engineer,2111151,Active,Service Academy
Department of State (DoS),GS-13,Logistics,2214751,Civilian ,n/a
Air Force,MAJ,Medical,2111351,Active,Direct Commission (Medical)
Army,CPT,Aviation,2111451,Active,ROTC
Army,CPT,Finance Corps,2111551,Active,Service Academy
Air Force,MAJ,Medical,2111651,National Guard,Direct Commission (Medical)
Army,CPT,Military Police,2111751,National Guard,ROTC
Army,MAJ,Aviation,2111851,Active,ROTC
Army,CPT,Cyber,2111951,Active,OCS
Army,MAJ,Medical Corps,2112051,Active,Direct Commission (Medical)
